City,q,Q_bc_avg
Shenyang,0.89,0.0002923076923076923
Shenyang,0.9,0.00029134615384615386
Shenyang,0.91,0.00025384615384615387
Shenyang,0.92,0.0002365384615384615
Shenyang,0.93,0.00023653846153846148
Shenyang,0.94,0.00020673076923076922
Shenyang,0.95,0.00018749999999999995
Shenyang,0.96,0.00017307692307692304
Shenyang,0.97,0.0001615384615384615
Shenyang,0.98,0.00014230769230769226
Shenyang,0.99,0.0001259615384615384
Shenyang,1.0,0.0
Zhengzhou,0.0,0.8937459070072041
Zhengzhou,0.01,0.8758813577821435
Zhengzhou,0.02,0.8561040165902641
Zhengzhou,0.03,0.8350864985810957
Zhengzhou,0.04,0.8193721349050425
Zhengzhou,0.05,0.7976656297751583
Zhengzhou,0.06,0.7788610565378739
Zhengzhou,0.07,0.7572391399257802
Zhengzhou,0.08,0.730659244706396
Zhengzhou,0.09,0.7130716546605544
Zhengzhou,0.1,0.687891562977516
Zhengzhou,0.11,0.6634918685876448
Zhengzhou,0.12,0.6452657716655752
Zhengzhou,0.13,0.6186272102161098
Zhengzhou,0.14,0.5884836826020521
