排名,节点ID,X坐标,Y坐标,度数,介数中心性
11406,31115,413176.3982,3395595.6747,3,0.00019563
11407,34304,411720.8057,3398189.2499,2,0.0001956
11408,48067,417672.6921,3387063.1605,3,0.00019547
11409,40721,389128.1033,3409549.2284,2,0.00019539
11410,3106,395198.5728,3365654.5998,4,0.00019522
11411,14349,406773.1039,3383668.9164,3,0.00019497
11412,49662,413814.0294,3395457.9206,3,0.00019495
11413,47691,410374.6751,3385631.1174,3,0.00019493
11414,27181,413622.5047,3393197.5588,4,0.00019493
11415,47742,410085.2376,3385719.7206,3,0.00019482
11416,31524,414363.7551,3395886.8974,3,0.0001948
11417,34950,387226.0076,3399144.3938,3,0.0001948
11418,21945,406119.3263,3389562.2851,3,0.00019477
11419,25864,410749.0265,3392110.5414,3,0.00019476
11420,44115,426661.929,3417659.1786,3,0.00019472
11421,28858,413478.3198,3394209.4064,4,0.00019463
11422,4116,406916.8431,3370269.189,3,0.00019458
11423,28805,391281.9752,3394185.1321,3,0.00019449
11424,42311,405222.3332,3411879.4046,2,0.00019447
11425,2579,393864.4485,3364177.2969,3,0.0001944
11426,25381,414954.8913,3391712.8929,4,0.00019436
11427,6170,402192.1676,3374167.3389,2,0.0001942
11428,7492,398296.2712,3377182.1996,2,0.00019417
11429,44244,405739.3919,3417965.2272,2,0.00019416
11430,19987,414168.1004,3387906.1995,4,0.00019415
11431,22110,413940.0253,3389644.0414,4,0.00019411
11432,16901,433514.6705,3384723.414,2,0.00019407
11433,34365,407886.1691,3398309.6107,4,0.000194
11434,1970,397006.6158,3360581.3451,3,0.000194
11435,22159,406232.0675,3389679.2984,4,0.00019387
11436,25890,409335.7645,3392142.4909,3,0.00019372
11437,9077,426848.5664,3379271.4629,3,0.00019361
11438,33586,404966.8443,3397371.7732,3,0.00019352
11439,42738,443757.2761,3414163.9941,3,0.00019349
11440,30345,391478.863,3395184.4185,3,0.00019347
11441,16971,413075.3757,3385266.6049,3,0.00019347
11442,29977,390342.4599,3394977.7776,3,0.00019342
11443,15950,409664.5739,3384509.6772,3,0.00019335
11444,17202,395191.318,3385475.6266,3,0.00019315
11445,38645,401141.4799,3404938.5575,3,0.00019307
11446,35238,429970.073,3399754.3753,3,0.00019305
11447,23942,436059.315,3390796.4285,3,0.00019301
11448,31847,424768.643,3396154.7893,4,0.00019298
