排名,节点ID,X坐标,Y坐标,度数,介数中心性
7836,15722,807220.1352,2549449.8621,1,0.0
7837,10151,807418.8788,2538824.2923,1,0.0
7838,10132,800378.3281,2539742.6538,1,0.0
7839,10118,801549.6136,2539678.3769,1,0.0
7840,10158,799496.1614,2539827.4748,1,0.0
7841,10153,808515.9269,2539638.6285,1,0.0
7842,15703,811538.3442,2549397.4949,1,0.0
7843,19602,766250.7583,2558392.7362,1,0.0
7844,1232,825232.1438,2516101.1022,1,0.0
7845,9937,801594.8907,2539256.1972,1,0.0
7846,9928,801015.7421,2539228.2326,1,0.0
7847,15785,802683.8634,2549513.7373,1,0.0
7848,15770,792620.1772,2548461.3897,1,0.0
7849,15768,802417.3042,2549488.2306,1,0.0
7850,15767,802328.9075,2548554.8744,1,0.0
