排名,节点ID,X坐标,Y坐标,度数,介数中心性
2791,13621,649399.2205,2742207.4357,4,0.0011744
2792,8109,660282.6753,2757567.5511,3,0.00117439
2793,10439,664526.3937,2766790.3428,4,0.00117092
2794,13087,616556.6906,2809151.6651,2,0.0011691
2795,9193,659755.4112,2761650.2961,3,0.00116889
2796,7298,661226.2118,2755982.0995,4,0.00116866
2797,11621,639522.8903,2777899.1161,4,0.00116464
2798,8638,666552.2441,2759574.3863,4,0.0011645
2799,5688,677057.9132,2753111.254,4,0.00116362
2800,8533,660212.6601,2759248.6579,3,0.00116207
2801,13976,669228.98,2754172.742,3,0.00115911
2802,7164,661103.06,2755719.912,3,0.00115884
2803,9967,658999.0158,2763815.9282,2,0.00115837
2804,10964,683638.6721,2770818.5057,3,0.00115834
2805,6356,657162.858,2754269.5792,4,0.001158
2806,3688,656899.7946,2744897.9338,3,0.00115655
2807,13277,600990.9051,2821017.4772,2,0.00115633
2808,6546,660313.6458,2754745.4606,3,0.0011539
2809,13169,610145.1977,2814401.2358,2,0.00115191
2810,3013,646945.5595,2741224.79,4,0.00115055
2811,3761,659370.5275,2745294.2345,3,0.00115045
2812,6506,661465.4909,2754653.3719,4,0.00114855
2813,14097,661310.0884,2754452.415,3,0.00114717
2814,13168,610296.6539,2814216.9874,2,0.0011465
2815,580,660486.783,2726685.1519,2,0.00114382
2816,11736,682407.0901,2778675.5846,3,0.00114297
2817,1868,646824.7974,2737359.5061,3,0.00114064
2818,1053,647705.9243,2734402.034,4,0.00113917
2819,837,660463.8701,2730926.8243,2,0.0011387
2820,6767,663112.5009,2755107.9327,2,0.00113865
2821,4324,661122.0944,2747789.8712,3,0.00113696
