排名,节点ID,X坐标,Y坐标,度数,接近中心性
2234,9037,662213.5041,2761297.069,3,0.02699495
2235,7899,660839.1821,2757024.2634,4,0.02699382
2236,9728,667796.9489,2763113.0671,2,0.02699269
2237,970,643377.9322,2732930.7174,3,0.02699114
2238,3579,659083.6226,2744258.2021,3,0.02699072
2239,14143,668927.3849,2754675.116,3,0.02698987
2240,10868,664224.9336,2769046.5695,3,0.02698832
2241,8724,669019.053,2759992.3082,2,0.02698818
2242,4974,654180.4985,2751327.0423,2,0.02698662
2243,3507,659633.9286,2743861.2395,4,0.0269862
2244,2613,654549.2278,2739402.1627,4,0.02698338
2245,7348,662746.9601,2756088.1766,1,0.02698
2246,3363,659022.1287,2743196.2737,4,0.02697915
2247,977,643384.6901,2732949.4057,4,0.02697816
2248,3106,652724.6867,2741031.1724,2,0.02697689
2249,4886,654224.1662,2751264.5611,2,0.02697408
2250,3396,658908.9908,2743251.6951,3,0.02697239
2251,3095,645957.6473,2741783.7398,1,0.02697182
2252,2204,657358.3329,2738245.5535,3,0.02696717
2253,1897,642715.5861,2735842.7703,2,0.02695718
2254,5208,654066.6986,2751757.0465,2,0.02695394
2255,2644,654456.259,2739459.9808,3,0.02694958
2256,14198,659546.7062,2755181.1295,1,0.02694901
2257,2467,655217.6732,2739026.6918,4,0.02694845
2258,10024,658397.5582,2763992.2471,3,0.02694536
2259,3571,659064.8751,2744234.7137,3,0.02694451
2260,2642,654623.111,2739424.4957,3,0.02693847
2261,10017,641077.2023,2763965.7415,3,0.02693243
2262,3441,659341.8031,2743560.6743,4,0.02693172
2263,3104,652716.1534,2741000.8063,2,0.02693158
2264,7732,660445.1151,2756705.3862,3,0.02692906
2265,2231,657339.9081,2738268.2725,3,0.02692835
2266,5042,654092.2849,2751722.7075,2,0.02692821
2267,3523,659940.4254,2744058.2883,3,0.02692737
2268,857,643580.7366,2731144.1596,4,0.02692414
2269,7767,660307.318,2756744.385,3,0.0269181
2270,1288,643329.6807,2735047.5307,4,0.02691726
