u,v,euclid_dist,source
7880,8525,2097.5,vaccine
6344,7763,4031.0,vaccine
7213,9648,1969.4,vaccine
7626,10229,4135.1,vaccine
19043,19986,3043.3,vaccine
6302,10633,4332.6,vaccine
6772,6942,1904.5,vaccine
6401,7836,2590.9,vaccine
7293,9753,4702.9,vaccine
7693,10343,3847.2,vaccine
8164,10404,4193.4,vaccine
3306,8829,4836.8,vaccine
9782,10108,2040.5,vaccine
5836,6349,4264.9,vaccine
6353,7031,2655.4,vaccine
6931,7387,2249.3,vaccine
7297,7398,2402.1,vaccine
8915,9648,760.1,vaccine
9900,10229,1105.0,vaccine
19525,20128,708.7,vaccine
8952,10204,1289.3,vaccine
5765,8628,2726.8,vaccine
7351,7457,772.7,vaccine
7031,9603,3031.3,vaccine
8211,8829,3878.2,vaccine
5783,33679,3855.8,vaccine
2987,5540,2336.0,vaccine
3972,10343,4907.3,vaccine
6875,7441,2437.4,vaccine
9214,33584,3999.8,vaccine
9865,10290,1943.7,vaccine
7327,11027,4220.0,vaccine
6881,7763,4084.4,vaccine
17650,18219,2459.1,vaccine
7320,7518,2743.3,vaccine
7751,7880,2476.8,vaccine
3496,6404,4587.2,vaccine
6087,6942,2977.6,vaccine
7078,8915,2209.2,vaccine
7064,7836,1662.5,vaccine
9139,10404,4988.7,vaccine
6424,8847,2106.9,vaccine
7471,33679,4335.2,vaccine
6058,11820,4487.5,vaccine
7081,33609,2604.3,vaccine
5993,9696,3307.6,vaccine
6950,7567,3059.1,vaccine
7707,7966,1059.6,vaccine
9923,11028,4076.4,vaccine
3372,6432,3124.6,vaccine
6530,9033,1640.6,vaccine
6977,7880,2532.3,vaccine
4397,7880,3569.3,vaccine
5787,8915,4503.9,vaccine
6541,9817,3157.2,vaccine
7205,10633,2187.4,vaccine
17793,18771,2639.9,vaccine
6539,7143,994.7,vaccine
7126,8023,1231.9,vaccine
7387,8072,2474.5,vaccine
18244,18438,2297.0,vaccine
7823,8847,2801.7,vaccine
9330,11820,4453.3,vaccine
6115,9181,4220.8,vaccine
6555,7446,1199.1,vaccine
17675,18387,2233.1,vaccine
17979,18989,2148.2,vaccine
8718,33609,1961.1,vaccine
7466,8222,1478.1,vaccine
10008,12262,4565.5,vaccine
3630,6580,4155.4,vaccine
6685,7518,881.7,vaccine
18357,19547,2777.3,vaccine
7484,8915,3333.2,vaccine
4638,8164,4117.9,vaccine
6600,9974,3234.9,vaccine
6175,7466,1719.8,vaccine
7268,12057,3361.0,vaccine
7947,33679,2602.5,vaccine
18771,20440,2349.9,vaccine
6585,7268,725.1,vaccine
6610,11820,3308.1,vaccine
18989,19925,1901.2,vaccine
7875,9214,3846.3,vaccine
6335,7567,2345.6,vaccine
6603,7582,3108.9,vaccine
7451,9095,4480.7,vaccine
7883,9879,4251.2,vaccine
4467,8240,4426.7,vaccine
6557,10047,2232.3,vaccine
6787,7637,1216.1,vaccine
7553,9330,1591.9,vaccine
8724,8847,3218.8,vaccine
6279,7602,2681.5,vaccine
6826,8072,2374.6,vaccine
18007,19925,2569.8,vaccine
8769,11856,1918.3,vaccine
4602,7306,4958.1,vaccine
5315,5765,2391.9,vaccine
18383,20063,2136.0,vaccine
7986,10047,2380.8,vaccine
8941,12262,4265.0,vaccine
17279,18475,2546.0,vaccine
7537,10004,2166.5,vaccine
8023,12065,3611.8,vaccine
6393,10004,2528.1,vaccine
8829,10214,1469.5,vaccine
8805,9214,3794.7,vaccine
2983,5848,4638.2,vaccine
6340,7697,3548.0,vaccine
6878,8402,4842.7,vaccine
7284,8404,4244.6,vaccine
7914,10176,2965.6,vaccine
6347,8240,2141.4,vaccine
6432,6580,2628.9,vaccine
3590,7288,4991.3,vaccine
6404,8503,4383.9,vaccine
17600,18558,1684.4,vaccine
7333,9356,4205.9,vaccine
17499,18089,2935.8,vaccine
6427,10214,2553.9,vaccine
17624,19962,2797.1,vaccine
7693,7697,2622.5,vaccine
17199,17477,4827.5,vaccine
7655,10332,2508.1,vaccine
7299,7667,1270.2,vaccine
6383,8538,2796.2,vaccine
7003,9431,4093.5,vaccine
5686,6344,4784.6,vaccine
8458,8505,3432.8,vaccine
9857,10214,3010.2,vaccine
5765,6733,1921.9,vaccine
7398,9632,2502.5,vaccine
7031,7273,2061.5,vaccine
7676,8404,1615.4,vaccine
6453,10573,2435.4,vaccine
5836,7703,2991.8,vaccine
6445,9507,3580.6,vaccine
6931,9548,3854.1,vaccine
17681,20090,2952.0,vaccine
7411,10176,4599.2,vaccine
6443,6853,940.6,vaccine
7143,7310,2907.3,vaccine
7327,7771,1765.7,vaccine
9804,10280,309.6,vaccine
7081,9681,3614.4,vaccine
6450,7293,1651.6,vaccine
7351,9689,1652.5,vaccine
18215,18558,2227.2,vaccine
6041,10964,3700.1,vaccine
3794,7747,3964.8,vaccine
7108,10214,3814.4,vaccine
8533,8696,2719.0,vaccine
6424,6931,902.1,vaccine
7450,9804,2756.0,vaccine
18584,18742,1376.0,vaccine
7718,8610,2843.4,vaccine
8546,9548,2035.7,vaccine
4370,7823,4622.4,vaccine
6058,7832,4914.7,vaccine
17801,20404,4700.6,vaccine
