rank,u,v,source,cost_m,vaccine_score
1,19543,19635,vaccine,1860.5,9.0
2,11989,12361,vaccine,323.5,9.0
3,25742,26478,vaccine,598.9,8.0
4,7191,12058,vaccine,2303.9,8.0
5,14953,15079,vaccine,319.0,8.0
6,19635,19882,vaccine,1340.8,8.0
7,26217,26478,vaccine,486.6,8.0
8,7132,12058,vaccine,2313.3,8.0
9,19191,19635,vaccine,1436.6,8.0
10,10528,11455,vaccine,510.2,8.0
11,20242,20464,vaccine,4598.8,7.0
12,7132,10677,vaccine,3690.2,7.0
13,7132,8368,vaccine,1940.4,7.0
14,12058,12904,vaccine,2996.0,7.0
15,23362,23396,vaccine,1529.5,7.0
16,7191,11455,vaccine,1979.1,7.0
17,25918,26004,vaccine,638.6,7.0
18,26203,26478,vaccine,494.3,7.0
19,5058,12058,vaccine,3711.7,7.0
20,7132,12904,vaccine,3833.8,7.0
21,7191,13048,vaccine,3362.6,7.0
22,8750,12058,vaccine,2247.5,7.0
23,25022,25254,vaccine,820.0,7.0
24,7667,8652,vaccine,520.6,7.0
25,7132,9352,vaccine,1885.1,7.0
26,5058,7132,vaccine,1642.5,7.0
27,7016,7191,vaccine,4434.0,7.0
28,12287,13048,vaccine,798.1,7.0
29,7028,7191,vaccine,4571.4,7.0
30,12720,13006,vaccine,551.1,7.0
31,10677,12058,vaccine,3884.7,7.0
32,7191,8508,vaccine,2312.7,7.0
33,12058,14853,vaccine,2978.6,7.0
34,12058,12361,vaccine,3838.7,7.0
35,7132,12300,vaccine,3968.8,7.0
36,7191,12854,vaccine,2941.9,7.0
37,7016,7132,vaccine,4440.0,7.0
38,4977,7191,vaccine,1858.6,7.0
39,7191,15079,vaccine,4809.0,7.0
40,7191,11989,vaccine,3808.1,7.0
41,7028,7132,vaccine,4577.4,7.0
42,10933,12058,vaccine,2843.9,7.0
43,7191,12361,vaccine,4130.4,7.0
44,7132,13343,vaccine,3564.6,7.0
45,4977,12058,vaccine,3882.4,7.0
46,7191,10933,vaccine,2857.9,7.0
47,7132,10933,vaccine,2869.4,7.0
48,9352,12058,vaccine,1684.3,7.0
49,5083,12058,vaccine,3702.4,7.0
50,8652,12058,vaccine,2349.7,7.0
51,5099,12058,vaccine,3694.6,7.0
52,4977,7132,vaccine,1857.3,7.0
53,7191,8670,vaccine,2697.8,7.0
54,5083,7132,vaccine,1641.7,7.0
55,8865,9930,vaccine,851.3,7.0
56,6465,12058,vaccine,2581.8,7.0
57,6855,7191,vaccine,4502.2,7.0
58,5099,7132,vaccine,1632.8,7.0
59,5058,7191,vaccine,1644.3,7.0
60,7191,13356,vaccine,3475.8,7.0
61,7132,11455,vaccine,1990.6,7.0
62,8368,12058,vaccine,2225.7,7.0
63,7191,10677,vaccine,3680.0,7.0
64,7191,8368,vaccine,1943.4,7.0
65,7132,13048,vaccine,3375.0,7.0
66,8670,12058,vaccine,2641.8,7.0
67,12910,13006,vaccine,463.3,7.0
68,24683,24695,vaccine,1369.0,7.0
69,7096,12058,vaccine,2325.3,7.0
70,7191,12904,vaccine,3821.4,7.0
71,6855,7132,vaccine,4508.0,7.0
72,7191,9352,vaccine,1884.5,7.0
73,16475,16699,vaccine,1285.9,7.0
74,11989,12058,vaccine,3589.9,7.0
75,7132,8508,vaccine,2309.6,7.0
76,12058,12300,vaccine,3642.0,7.0
77,8508,12058,vaccine,2409.5,7.0
78,25022,25344,vaccine,890.4,7.0
79,6186,12058,vaccine,2902.2,7.0
80,7132,12854,vaccine,2951.7,7.0
81,7191,12300,vaccine,3957.2,7.0
82,7132,15079,vaccine,4819.3,7.0
83,7132,11989,vaccine,3819.5,7.0
84,11553,13922,vaccine,3477.6,7.0
85,7191,14853,vaccine,4781.5,7.0
86,7132,14853,vaccine,4793.9,7.0
87,7132,12361,vaccine,4141.9,7.0
88,5083,7191,vaccine,1643.3,7.0
89,5099,7191,vaccine,1634.4,7.0
90,25918,26290,vaccine,409.2,7.0
91,7191,13343,vaccine,3555.5,7.0
92,7132,8670,vaccine,2694.6,7.0
93,20242,21643,vaccine,4525.0,7.0
94,6412,12058,vaccine,2594.5,7.0
95,7132,13356,vaccine,3485.7,7.0
96,4392,4399,bridge,320.2,7.0
97,6412,12361,vaccine,4452.5,6.0
98,7191,14188,vaccine,4047.1,6.0
99,10485,12058,vaccine,3884.8,6.0
100,7132,14188,vaccine,4059.3,6.0
101,6994,7191,vaccine,4416.1,6.0
102,12287,12878,vaccine,841.5,6.0
103,7016,13048,vaccine,4647.1,6.0
104,5058,6855,vaccine,3302.4,6.0
105,8368,15079,vaccine,4476.4,6.0
106,6855,12300,vaccine,2879.5,6.0
107,6204,7191,vaccine,4603.7,6.0
108,12655,13006,vaccine,430.9,6.0
109,12904,13343,vaccine,3388.4,6.0
110,5463,7191,vaccine,1294.8,6.0
111,9820,12058,vaccine,2443.8,6.0
112,7191,10586,vaccine,3330.4,6.0
113,7028,13048,vaccine,4743.9,6.0
114,6412,10933,vaccine,3182.6,6.0
115,6855,8511,vaccine,881.2,6.0
116,7132,10586,vaccine,3340.9,6.0
117,12058,15833,vaccine,4395.8,6.0
118,4977,13356,vaccine,4949.1,6.0
119,5058,8511,vaccine,4017.8,6.0
120,7191,13692,vaccine,3836.7,6.0
121,28298,28340,vaccine,1016.4,6.0
122,6412,7028,vaccine,4738.8,6.0
123,7191,10485,vaccine,3617.3,6.0
124,6186,12904,vaccine,3851.7,6.0
125,8670,15079,vaccine,4599.3,6.0
126,5058,12854,vaccine,4297.1,6.0
127,8368,8652,vaccine,3119.9,6.0
128,7132,9414,vaccine,4982.1,6.0
129,8750,12300,vaccine,2620.0,6.0
130,6465,13343,vaccine,3820.0,6.0
131,10933,11455,vaccine,2150.0,6.0
132,7191,12396,vaccine,4296.7,6.0
133,6855,8652,vaccine,3357.9,6.0
134,7096,12300,vaccine,3962.9,6.0
135,9352,13356,vaccine,2674.6,6.0
136,7191,11813,vaccine,2180.7,6.0
137,7132,12396,vaccine,4308.0,6.0
138,4977,10677,vaccine,3196.2,6.0
139,4977,8368,vaccine,3744.2,6.0
140,10240,12058,vaccine,2873.0,6.0
141,12058,12910,vaccine,3303.2,6.0
142,5083,13356,vaccine,4784.7,6.0
143,7191,12348,vaccine,2591.9,6.0
144,7132,12814,vaccine,3035.9,6.0
145,7096,14853,vaccine,4798.5,6.0
146,7191,13694,vaccine,3797.0,6.0
147,8652,13356,vaccine,3288.6,6.0
148,8368,8750,vaccine,3027.0,6.0
149,12361,12854,vaccine,3884.8,6.0
150,7191,8615,vaccine,1782.5,6.0
151,7191,12720,vaccine,3893.1,6.0
152,5570,7191,vaccine,3343.7,6.0
153,7132,8923,vaccine,2063.6,6.0
154,5099,13356,vaccine,4777.5,6.0
155,24555,26453,vaccine,4937.6,6.0
156,10933,13048,vaccine,1904.8,6.0
157,7132,12720,vaccine,3905.2,6.0
158,12999,36582,vaccine,549.2,6.0
159,6565,7191,vaccine,4424.5,6.0
160,9352,10677,vaccine,4970.4,6.0
161,6186,9352,vaccine,2626.7,6.0
162,6412,8670,vaccine,2647.0,6.0
163,12361,15079,vaccine,4537.2,6.0
164,5058,13343,vaccine,4961.8,6.0
165,25254,25324,vaccine,1101.1,6.0
166,5083,10677,vaccine,3239.8,6.0
167,5083,8368,vaccine,3525.1,6.0
168,7132,10193,vaccine,3427.9,6.0
169,7132,7509,vaccine,3662.3,6.0
170,8511,13048,vaccine,4694.4,6.0
171,12904,13356,vaccine,2986.6,6.0
172,8652,10677,vaccine,2276.9,6.0
173,7191,8714,vaccine,2191.6,6.0
174,7191,10362,vaccine,2542.6,6.0
175,7191,7755,vaccine,4710.8,6.0
176,7132,8714,vaccine,2189.4,6.0
177,12361,14853,vaccine,2931.3,6.0
178,7132,8234,vaccine,4757.1,6.0
179,7305,12058,vaccine,2970.6,6.0
180,5058,10933,vaccine,2869.5,6.0
181,5099,10677,vaccine,3241.0,6.0
182,8022,12058,vaccine,2430.4,6.0
183,5099,8368,vaccine,3516.2,6.0
184,4977,13048,vaccine,4269.2,6.0
185,16829,17515,vaccine,1514.4,6.0
186,6204,7132,vaccine,4608.8,6.0
187,5570,12058,vaccine,4058.9,6.0
188,5058,7028,vaccine,3395.0,6.0
189,8125,12058,vaccine,1965.2,6.0
190,24555,26478,vaccine,4779.8,6.0
191,4977,6465,vaccine,1837.0,6.0
192,8750,13343,vaccine,3424.5,6.0
193,5058,8750,vaccine,1712.5,6.0
194,7096,13343,vaccine,3577.2,6.0
195,7191,12910,vaccine,4031.3,6.0
196,8508,12854,vaccine,2880.3,6.0
197,7132,13172,vaccine,3982.3,6.0
198,7191,7919,vaccine,4816.8,6.0
199,1245,1330,vaccine,430.4,6.0
200,4977,7096,vaccine,1840.2,6.0
201,7132,7919,vaccine,4823.6,6.0
202,4977,6412,vaccine,1838.5,6.0
203,8750,10933,vaccine,1519.8,6.0
204,7132,14809,vaccine,4847.3,6.0
205,10528,12058,vaccine,930.7,6.0
206,26040,26231,vaccine,385.5,6.0
207,8508,15079,vaccine,4521.9,6.0
208,7478,12058,vaccine,3087.4,6.0
209,7132,10058,vaccine,3520.8,6.0
210,7191,12999,vaccine,4232.9,6.0
211,12300,13048,vaccine,2192.4,6.0
212,24458,24683,vaccine,1789.5,6.0
213,4948,12058,vaccine,3893.5,6.0
214,7191,8643,vaccine,3122.8,6.0
215,7016,8511,vaccine,855.5,6.0
216,7132,12999,vaccine,4245.2,6.0
217,6412,10677,vaccine,3968.2,6.0
218,5083,6465,vaccine,1617.8,6.0
219,6412,8368,vaccine,1906.2,6.0
220,7132,8643,vaccine,3131.2,6.0
221,10677,12854,vaccine,4069.5,6.0
222,5099,13048,vaccine,4156.8,6.0
223,8368,13356,vaccine,3222.7,6.0
224,7132,13604,vaccine,3741.7,6.0
225,5083,7096,vaccine,1624.6,6.0
226,18804,19635,vaccine,3774.9,6.0
227,5570,7132,vaccine,3335.4,6.0
228,5099,6465,vaccine,1608.9,6.0
229,5083,6412,vaccine,1619.4,6.0
230,7191,9820,vaccine,2936.5,6.0
231,8643,12058,vaccine,3885.9,6.0
232,5058,8670,vaccine,4261.9,6.0
233,6565,7132,vaccine,4430.0,6.0
234,7132,14841,vaccine,4621.6,6.0
235,5068,12058,vaccine,3704.3,6.0
236,7191,9047,vaccine,2003.0,6.0
237,12904,13048,vaccine,1339.9,6.0
238,6186,6855,vaccine,3909.7,6.0
239,10058,12058,vaccine,3892.3,6.0
240,8508,8652,vaccine,3477.4,6.0
241,6465,11455,vaccine,2302.8,6.0
242,14853,15079,vaccine,1905.8,6.0
243,5099,7096,vaccine,1615.7,6.0
244,5446,7191,vaccine,1296.2,6.0
245,18807,19635,vaccine,3786.2,6.0
246,7132,9047,vaccine,2002.3,6.0
247,8754,12058,vaccine,2247.5,6.0
248,5099,6412,vaccine,1610.5,6.0
249,6186,12300,vaccine,3811.6,6.0
250,7016,11989,vaccine,2635.5,6.0
251,7191,13321,vaccine,3457.7,6.0
252,7191,11039,vaccine,4826.7,6.0
253,8670,13356,vaccine,3458.5,6.0
254,7191,12457,vaccine,2530.1,6.0
255,6412,12904,vaccine,4173.1,6.0
256,7132,13006,vaccine,4455.3,6.0
257,7191,10305,vaccine,3203.4,6.0
258,7191,7708,vaccine,4653.4,6.0
259,8758,12058,vaccine,1718.2,6.0
260,11538,12058,vaccine,2222.5,6.0
261,10797,12058,vaccine,4778.1,6.0
262,7028,11989,vaccine,2704.3,6.0
263,11989,13343,vaccine,4212.7,6.0
264,6186,7016,vaccine,3851.1,6.0
265,33843,33871,vaccine,1460.3,6.0
266,4948,7132,vaccine,1862.2,6.0
267,6465,13048,vaccine,3704.2,6.0
268,7016,12361,vaccine,2712.2,6.0
269,25324,25344,vaccine,1000.0,6.0
270,10807,12058,vaccine,3561.5,6.0
271,7191,11538,vaccine,3359.1,6.0
272,7191,9375,vaccine,1873.6,6.0
273,4977,8508,vaccine,4106.1,6.0
274,5446,12058,vaccine,3398.0,6.0
275,6855,11455,vaccine,4823.0,6.0
276,5058,11455,vaccine,3179.7,6.0
277,7028,12361,vaccine,2766.6,6.0
278,12058,14870,vaccine,2868.2,6.0
279,7132,14643,vaccine,4315.4,6.0
280,10921,12058,vaccine,3277.7,6.0
281,8368,12904,vaccine,4945.1,6.0
282,7132,11777,vaccine,2239.9,6.0
283,5068,7132,vaccine,1634.3,6.0
284,7016,10933,vaccine,2765.0,6.0
285,11882,12814,vaccine,729.9,6.0
286,7132,13013,vaccine,3621.3,6.0
287,4977,6855,vaccine,3121.1,6.0
288,10933,12854,vaccine,3055.8,6.0
289,12361,13356,vaccine,4001.0,6.0
290,7191,10921,vaccine,3218.0,6.0
291,7132,11666,vaccine,3593.0,6.0
292,6412,9352,vaccine,1950.3,6.0
293,7028,10933,vaccine,2870.0,6.0
294,7016,8750,vaccine,3377.5,6.0
295,6855,13048,vaccine,4754.4,6.0
296,4978,7191,vaccine,2115.7,6.0
297,8750,11455,vaccine,1597.5,6.0
298,5083,8508,vaccine,3886.9,6.0
299,7191,11543,vaccine,1997.7,6.0
300,4977,8511,vaccine,3856.7,6.0
301,6616,12058,vaccine,2478.5,6.0
302,7096,11455,vaccine,1998.5,6.0
303,10933,15079,vaccine,4185.7,6.0
304,6186,13343,vaccine,4162.1,6.0
305,7028,8750,vaccine,3510.7,6.0
306,9005,9930,vaccine,559.8,6.0
307,7132,8316,vaccine,4922.5,6.0
308,5099,8508,vaccine,3878.1,6.0
309,4977,12854,vaccine,4457.4,6.0
310,7132,7212,vaccine,4609.9,6.0
311,10933,14853,vaccine,3034.0,6.0
312,7191,10571,vaccine,3839.8,6.0
313,5446,7132,vaccine,1294.4,6.0
314,5083,6855,vaccine,3286.7,6.0
315,8511,11989,vaccine,2514.2,6.0
316,7484,12058,vaccine,4564.3,6.0
317,25022,26453,vaccine,3395.8,6.0
318,5058,12904,vaccine,4105.5,6.0
319,8750,13048,vaccine,2468.9,6.0
320,10933,12361,vaccine,1272.9,6.0
321,7191,11399,vaccine,1996.1,6.0
322,10571,12058,vaccine,4098.6,6.0
323,7132,11669,vaccine,2142.9,6.0
324,7096,13048,vaccine,3379.0,6.0
325,25006,26453,vaccine,3838.1,6.0
326,4978,12058,vaccine,4058.0,6.0
327,7191,10431,vaccine,2647.6,6.0
328,5099,6855,vaccine,3292.9,6.0
329,8652,12300,vaccine,2578.9,6.0
330,7132,10723,vaccine,2943.9,6.0
331,7191,14870,vaccine,4761.1,6.0
332,16669,16871,vaccine,1124.2,6.0
333,7132,12433,vaccine,2481.0,6.0
334,5083,8511,vaccine,4000.4,6.0
335,7132,10240,vaccine,3495.3,6.0
336,9352,12854,vaccine,2200.0,6.0
337,8508,13356,vaccine,3319.5,6.0
338,11455,11989,vaccine,2942.5,6.0
339,7132,14172,vaccine,4091.0,6.0
340,12854,12904,vaccine,2933.4,6.0
341,12058,12940,vaccine,2790.3,6.0
342,8511,12361,vaccine,2486.4,6.0
343,1099,1255,vaccine,887.5,6.0
344,7132,12878,vaccine,2978.8,6.0
345,7191,7478,vaccine,2719.6,6.0
346,5083,12854,vaccine,4286.5,6.0
347,5058,6186,vaccine,900.7,6.0
348,5099,8511,vaccine,4005.6,6.0
349,7191,11509,vaccine,1995.0,6.0
350,8750,12904,vaccine,2584.5,6.0
351,8511,8652,vaccine,3767.3,6.0
352,11455,14853,vaccine,2872.0,6.0
353,7191,10797,vaccine,4542.4,6.0
354,7132,11509,vaccine,2005.5,6.0
355,7191,12794,vaccine,3127.9,6.0
356,12300,12854,vaccine,3694.1,6.0
357,25256,26453,vaccine,3094.1,6.0
358,7132,12794,vaccine,3140.5,6.0
359,6465,8508,vaccine,2269.3,6.0
360,5099,12854,vaccine,4279.1,6.0
361,11455,12361,vaccine,3209.7,6.0
362,10813,12058,vaccine,1547.8,6.0
363,11529,13922,vaccine,3471.5,6.0
364,25006,26478,vaccine,4334.7,6.0
365,7191,8022,vaccine,2075.8,6.0
366,10677,13356,vaccine,4290.3,6.0
367,5058,9352,vaccine,3524.5,6.0
368,9464,12058,vaccine,2765.7,6.0
369,7191,14953,vaccine,4758.4,6.0
370,12300,15079,vaccine,4385.5,6.0
371,7191,11933,vaccine,2243.6,6.0
372,4977,10933,vaccine,2876.4,6.0
373,11553,12058,vaccine,2211.4,6.0
374,8511,8750,vaccine,3864.4,6.0
375,6412,6855,vaccine,4663.4,6.0
